customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
13555,74,4,4149.28,2,4,5,245,At Risk
14272,74,2,437.96,2,3,2,232,At Risk
16122,74,4,684.42,2,4,3,243,At Risk
17805,74,1,512.31,2,1,3,213,Hibernating
13514,74,1,152.20,2,1,1,211,Hibernating
13016,74,3,789.89,2,3,3,233,At Risk
14101,74,6,5976.79,2,5,5,255,At Risk
14818,74,3,657.80,2,3,3,233,At Risk
16462,74,3,136.00,2,4,1,241,At Risk
17788,74,2,1117.90,2,3,4,234,At Risk
13979,74,1,869.87,2,1,3,213,Hibernating
12455,74,6,2466.86,2,5,5,255,At Risk
16181,74,1,305.54,2,2,2,222,Hibernating
16629,74,2,417.73,2,3,2,232,At Risk
17591,74,7,2225.97,2,5,5,255,At Risk
17061,74,11,5232.23,2,5,5,255,At Risk
13505,73,4,4393.63,2,4,5,245,At Risk
13515,73,4,891.12,2,4,3,243,At Risk
15841,73,4,1224.06,2,4,4,244,At Risk
17513,73,1,513.20,2,1,3,213,Hibernating
18265,73,2,801.51,2,3,3,233,At Risk
16690,73,2,225.58,2,2,1,221,Hibernating
17950,73,3,482.20,2,3,2,232,At Risk
16281,73,1,2062.06,2,1,5,215,Hibernating
14609,73,4,601.56,2,4,3,243,At Risk
13321,73,2,567.36,2,3,3,233,At Risk
18242,73,4,2232.49,2,4,5,245,At Risk
13061,73,1,248.61,2,1,1,211,Hibernating
12393,73,4,1582.60,2,4,4,244,At Risk
13397,73,5,1544.13,2,4,4,244,At Risk
14978,73,5,1931.42,2,4,4,244,At Risk
16909,73,1,379.14,2,2,2,222,Hibernating
13901,73,5,2867.20,2,4,5,245,At Risk
15036,73,3,465.55,2,4,2,242,At Risk
17783,73,2,283.47,2,2,2,222,Hibernating
15348,73,1,158.04,2,1,1,211,Hibernating
14109,73,1,144.20,2,1,1,211,Hibernating
16321,73,5,373.65,2,4,2,242,At Risk
16681,73,6,1770.34,2,5,4,254,At Risk
17370,73,4,446.18,2,4,2,242,At Risk
14947,73,2,290.82,2,2,2,222,Hibernating
16182,73,4,6617.65,2,4,5,245,At Risk
15175,72,1,224.14,2,1,1,211,Hibernating
17819,72,7,3704.87,2,5,5,255,At Risk
17905,72,4,800.24,2,4,3,243,At Risk
16233,72,3,536.68,2,3,3,233,At Risk
13354,72,1,743.53,2,1,3,213,Hibernating
13503,72,1,216.85,2,1,1,211,Hibernating
13364,72,1,134.96,2,1,1,211,Hibernating
14409,72,6,2059.45,2,5,4,254,At Risk
15062,72,4,987.86,2,4,4,244,At Risk
16268,72,2,667.65,3,3,3,333,Others
16650,72,1,518.42,3,1,3,313,Others
18204,72,3,1993.70,3,4,4,344,Loyal Customers
13741,72,3,668.43,3,3,3,333,Others
12703,72,1,283.55,3,2,2,322,Others
16574,72,1,451.44,3,1,2,312,Others
13886,72,1,243.56,3,1,1,311,Others
17724,72,3,1033.00,3,4,4,344,Loyal Customers
12372,72,3,1298.04,3,3,4,334,Others
16589,72,3,459.24,3,3,2,332,Others
12718,72,1,238.25,3,1,1,311,Others
14475,72,3,925.85,3,3,3,333,Others
12728,72,4,836.33,3,4,3,343,Loyal Customers
14305,72,3,1858.96,3,4,4,344,Loyal Customers
15030,72,2,518.28,3,3,3,333,Others
17427,72,1,100.80,3,2,1,321,Others
14681,72,3,498.95,3,4,3,343,Loyal Customers
17572,72,4,226.75,3,4,1,341,Loyal Customers
18235,72,3,1796.48,3,4,4,344,Loyal Customers
12458,72,2,947.40,3,3,4,334,Others
17894,72,8,1119.81,3,5,4,354,Loyal Customers
18192,72,1,957.97,3,2,4,324,Others
16613,71,1,618.59,3,1,3,313,Others
18008,71,9,2116.19,3,5,5,355,Loyal Customers
18053,71,1,300.02,3,2,2,322,Others
14164,71,2,1631.77,3,3,4,334,Others
13092,71,5,477.83,3,4,2,342,Loyal Customers
13095,71,1,74.40,3,1,1,311,Others
15185,71,1,310.62,3,2,2,322,Others
13972,71,2,190.25,3,2,1,321,Others
12842,71,2,1118.99,3,3,4,334,Others
17376,71,2,203.20,3,2,1,321,Others
12822,71,2,948.88,3,3,4,334,Others
15593,71,1,199.80,3,1,1,311,Others
16101,71,1,1290.70,3,2,4,324,Others
14916,71,4,1268.98,3,4,4,344,Loyal Customers
15321,71,3,2748.31,3,4,5,345,Loyal Customers
15834,71,4,2233.75,3,4,5,345,Loyal Customers
13764,71,3,1521.76,3,3,4,334,Others
13347,71,1,341.36,3,2,2,322,Others
16404,71,1,443.05,3,1,2,312,Others
12694,71,2,869.67,3,3,3,333,Others
16591,69,1,213.50,3,1,1,311,Others
16693,69,2,482.01,3,3,2,332,Others
15579,69,2,348.60,3,2,2,322,Others
15164,69,3,843.05,3,3,3,333,Others
16667,69,2,570.13,3,3,3,333,Others
15774,69,1,270.80,3,2,2,322,Others
14970,69,4,1592.06,3,4,4,344,Loyal Customers
14644,68,2,830.76,3,3,3,333,Others
16774,68,4,661.52,3,4,3,343,Loyal Customers
14193,68,2,853.39,3,3,3,333,Others
15930,68,1,426.63,3,1,2,312,Others
13344,68,3,2543.72,3,4,5,345,Loyal Customers
12637,68,8,6021.90,3,5,5,355,Loyal Customers
18116,68,8,1418.03,3,5,4,354,Loyal Customers
15091,68,1,480.71,3,1,2,312,Others
16441,68,2,381.20,3,3,2,332,Others
14488,68,1,1064.28,3,2,4,324,Others
13635,68,1,1071.03,3,2,4,324,Others
16183,68,1,338.71,3,2,2,322,Others
15299,68,7,4507.01,3,5,5,355,Loyal Customers
14651,68,2,654.60,3,3,3,333,Others
13431,68,2,1269.10,3,3,4,334,Others
14333,68,1,415.20,3,1,2,312,Others
12886,68,2,1378.40,3,3,4,334,Others
16875,68,5,2095.53,3,4,5,345,Loyal Customers
17957,67,1,111.68,3,2,1,321,Others
15241,67,8,1756.44,3,5,4,354,Loyal Customers
15181,67,3,689.48,3,3,3,333,Others
12413,67,3,758.10,3,3,3,333,Others
14462,67,11,2004.02,3,5,4,354,Loyal Customers
16882,67,3,705.12,3,4,3,343,Loyal Customers
13351,67,1,373.94,3,2,2,322,Others
13801,67,1,324.80,3,2,2,322,Others
16374,67,2,473.03,3,3,2,332,Others
15228,67,4,3386.71,3,4,5,345,Loyal Customers
13317,67,6,2273.68,3,5,5,355,Loyal Customers
15739,67,1,449.12,3,1,2,312,Others
14184,67,1,452.89,3,1,2,312,Others
13792,67,2,195.55,3,2,1,321,Others
15255,67,1,890.85,3,1,3,313,Others
15276,67,1,135.31,3,1,1,311,Others
16253,67,2,3683.86,3,3,5,335,Others
16556,67,7,3313.79,3,5,5,355,Loyal Customers
12457,67,7,2363.23,3,5,5,355,Loyal Customers
16881,67,1,432.00,3,1,2,312,Others
15339,67,2,574.07,3,3,3,333,Others
17667,67,5,2055.51,3,4,4,344,Loyal Customers
13552,67,12,3740.07,3,5,5,355,Loyal Customers
12512,67,2,138.03,3,2,1,321,Others
15127,66,1,406.53,3,1,2,312,Others
16059,66,6,1459.86,3,5,4,354,Loyal Customers
16160,66,2,1025.44,3,3,4,334,Others
17483,66,3,414.04,3,3,2,332,Others
15244,66,2,631.57,3,3,3,333,Others
14389,66,2,1043.46,3,3,4,334,Others
16803,66,1,332.30,3,2,2,322,Others
15730,66,3,1120.88,3,4,4,344,Loyal Customers
17222,66,1,354.15,3,2,2,322,Others
16040,66,3,1313.55,3,3,4,334,Others
16758,66,1,369.34,3,2,2,322,Others
18033,66,1,97.97,3,2,1,321,Others
13483,66,1,140.34,3,1,1,311,Others
12843,66,8,1702.26,3,5,4,354,Loyal Customers
13989,66,2,1266.08,3,3,4,334,Others
14054,66,1,92.46,3,2,1,321,Others
12789,66,1,91.85,3,2,1,321,Others
13947,66,1,90.60,3,2,1,321,Others
15048,66,4,384.05,3,4,2,342,Loyal Customers
15762,66,2,583.75,3,3,3,333,Others
17647,66,1,133.06,3,1,1,311,Others
15757,66,2,714.42,3,3,3,333,Others
17382,66,1,65.40,3,1,1,311,Others
14396,66,2,487.99,3,3,2,332,Others
16140,66,2,725.18,3,3,3,333,Others
16106,66,1,108.38,3,2,1,321,Others
13177,65,1,282.45,3,2,2,322,Others
14959,65,4,695.42,3,4,3,343,Loyal Customers
16432,65,1,287.40,3,2,2,322,Others
13348,65,1,233.76,3,1,1,311,Others
13023,65,2,689.90,3,3,3,333,Others
13591,65,3,1117.13,3,4,4,344,Loyal Customers
15416,65,4,3984.32,3,4,5,345,Loyal Customers
16184,65,6,1158.79,3,5,4,354,Loyal Customers
12939,65,8,11581.80,3,5,5,355,Loyal Customers
14819,65,2,272.07,3,2,2,322,Others
15937,65,1,145.35,3,1,1,311,Others
13504,65,1,295.93,3,2,2,322,Others
15766,65,1,315.06,3,2,2,322,Others
14538,65,2,388.25,3,3,2,332,Others
15315,65,2,570.50,3,3,3,333,Others
13845,65,1,312.98,3,2,2,322,Others
15300,65,1,496.44,3,1,3,313,Others
15306,65,3,1174.35,3,3,4,334,Others
13771,65,4,2634.45,3,4,5,345,Loyal Customers
14317,65,1,508.58,3,1,3,313,Others
15518,65,8,1942.45,3,5,4,354,Loyal Customers
16316,65,8,2938.91,3,5,5,355,Loyal Customers
16895,65,1,219.14,3,1,1,311,Others
17921,65,4,826.52,3,4,3,343,Loyal Customers
13049,65,2,656.68,3,3,3,333,Others
14257,65,5,3099.72,3,4,5,345,Loyal Customers
15837,65,1,391.98,3,2,2,322,Others
15264,65,1,393.74,3,2,2,322,Others
14518,65,1,174.37,3,1,1,311,Others
13602,65,1,428.89,3,1,2,312,Others
13422,65,1,2626.30,3,1,5,315,Others
12923,65,1,176.97,3,1,1,311,Others
13876,64,1,122.70,3,2,1,321,Others
12492,64,2,263.21,3,2,2,322,Others
18136,64,3,784.33,3,3,3,333,Others
14067,64,2,374.70,3,3,2,332,Others
12519,64,1,340.84,3,2,2,322,Others
16354,64,2,395.80,3,3,2,332,Others
15706,64,4,1060.56,3,4,4,344,Loyal Customers
12885,64,3,1175.22,3,3,4,334,Others
14029,64,2,467.66,3,3,2,332,Others
13806,64,1,256.38,3,2,2,322,Others
13763,64,1,1714.96,3,2,4,324,Others
14844,64,4,3189.81,3,4,5,345,Loyal Customers
13419,64,1,221.06,3,1,1,311,Others
13689,64,1,910.00,3,1,3,313,Others
15815,64,5,2100.60,3,4,5,345,Loyal Customers
12394,64,2,1272.48,3,3,4,334,Others
13276,64,2,590.93,3,3,3,333,Others
14792,64,1,6.20,3,1,1,311,Others
12420,64,1,600.39,3,1,3,313,Others
16477,64,7,2494.46,3,5,5,355,Loyal Customers
17030,64,1,146.87,3,1,1,311,Others
13587,64,1,712.40,3,1,3,313,Others
12781,64,2,826.74,3,3,3,333,Others
16455,64,7,1841.18,3,5,4,354,Loyal Customers
15874,64,7,4405.88,3,5,5,355,Loyal Customers
13169,64,2,712.88,3,3,3,333,Others
13359,64,1,439.56,3,1,2,312,Others
12740,64,1,427.60,3,1,2,312,Others
16518,62,2,484.32,3,3,2,332,Others
13259,62,1,292.32,3,2,2,322,Others
18088,62,1,167.67,3,1,1,311,Others
15606,62,9,2920.16,3,5,5,355,Loyal Customers
16380,62,1,1780.59,3,1,4,314,Others
16104,62,1,302.36,3,2,2,322,Others
16595,62,1,360.16,3,2,2,322,Others
13260,62,1,557.62,3,1,3,313,Others
16921,62,1,169.79,3,1,1,311,Others
13193,62,1,117.88,3,2,1,321,Others
15756,62,4,532.96,3,4,3,343,Loyal Customers
14514,62,3,1055.35,3,4,4,344,Loyal Customers
14801,62,1,193.14,3,1,1,311,Others
16248,62,1,152.94,3,1,1,311,Others
16685,62,2,324.24,3,2,2,322,Others
14529,61,3,620.04,3,3,3,333,Others
18126,61,1,206.83,3,1,1,311,Others
14027,61,1,104.82,3,2,1,321,Others
16179,61,1,215.83,3,1,1,311,Others
17589,61,4,2404.17,3,4,5,345,Loyal Customers
13224,61,2,2155.95,3,3,5,335,Others
15886,61,1,181.09,3,1,1,311,Others
13666,61,3,84.65,3,3,1,331,Others
13373,61,3,3312.25,3,4,5,345,Loyal Customers
12607,61,1,1579.51,3,2,4,324,Others
14665,61,5,1835.70,3,4,4,344,Loyal Customers
13352,61,1,397.98,3,2,2,322,Others
13980,61,1,200.14,3,1,1,311,Others
16776,61,1,388.28,3,2,2,322,Others
17025,61,3,357.77,3,4,2,342,Loyal Customers
16982,61,1,384.06,3,2,2,322,Others
15304,61,8,694.40,3,5,3,353,Loyal Customers
15128,61,4,1471.00,3,4,4,344,Loyal Customers
14201,61,7,747.44,3,5,3,353,Loyal Customers
13473,61,2,422.64,3,3,2,332,Others
17462,61,2,675.69,3,3,3,333,Others
18169,61,1,202.65,3,1,1,311,Others
16385,61,3,555.89,3,4,3,343,Loyal Customers
14451,61,2,662.59,3,3,3,333,Others
15193,61,1,499.32,3,1,3,313,Others
16395,61,5,1486.90,3,4,4,344,Loyal Customers
17552,61,4,930.41,3,4,3,343,Loyal Customers
17284,61,6,1652.58,3,4,4,344,Loyal Customers
17214,61,6,1069.12,3,5,4,354,Loyal Customers
14128,61,2,637.50,3,3,3,333,Others
17648,61,4,1797.50,3,4,4,344,Loyal Customers
14535,61,3,2864.19,3,4,5,345,Loyal Customers
15553,61,1,437.23,3,1,2,312,Others
15211,61,2,894.41,3,3,3,333,Others
14175,60,3,3222.30,3,4,5,345,Loyal Customers
15199,60,4,1268.70,3,4,4,344,Loyal Customers
16861,60,2,173.76,3,2,1,321,Others
13109,60,2,786.54,3,3,3,333,Others
12530,60,4,1662.28,3,4,4,344,Loyal Customers
13690,60,1,172.25,3,1,1,311,Others
14952,60,11,8099.49,3,5,5,355,Loyal Customers
13283,60,2,93.66,3,2,1,321,Others
17863,60,6,3160.00,3,5,5,355,Loyal Customers
17620,60,1,81.44,3,1,1,311,Others
13919,60,2,384.81,3,3,2,332,Others
16136,60,3,709.38,3,4,3,343,Loyal Customers
16120,60,4,1309.14,3,4,4,344,Loyal Customers
12772,60,1,892.47,3,1,3,313,Others
13627,60,5,1638.47,3,4,4,344,Loyal Customers
16086,60,5,1121.39,3,4,4,344,Loyal Customers
14857,60,2,1173.12,3,3,4,334,Others
16171,60,1,73.20,3,1,1,311,Others
12824,60,1,397.12,3,2,2,322,Others
12836,60,4,2612.86,3,4,5,345,Loyal Customers
13517,60,3,2128.42,3,4,5,345,Loyal Customers
16753,59,1,223.92,3,1,1,311,Others
12633,59,4,2163.98,3,4,5,345,Loyal Customers
18171,59,5,1231.31,3,4,4,344,Loyal Customers
14642,59,1,96.12,3,2,1,321,Others
17190,59,2,444.74,3,3,2,332,Others
12667,59,1,620.13,3,1,3,313,Others
12602,59,1,153.12,3,1,1,311,Others
14852,59,6,2836.69,3,5,5,355,Loyal Customers
13520,59,6,3624.35,3,5,5,355,Loyal Customers
15038,59,6,705.49,3,5,3,353,Loyal Customers
12679,59,4,1113.02,3,4,4,344,Loyal Customers
17913,59,2,411.60,3,3,2,332,Others
13208,59,6,1223.90,3,5,4,354,Loyal Customers
13464,59,1,674.68,3,1,3,313,Others
15421,59,4,950.36,3,4,4,344,Loyal Customers
18277,59,1,110.38,3,2,1,321,Others
16652,59,7,6773.97,3,5,5,355,Loyal Customers
17489,59,2,376.64,3,3,2,332,Others
14541,59,8,1461.65,3,5,4,354,Loyal Customers
15840,59,2,355.56,3,2,2,322,Others
14761,59,2,255.90,3,2,2,322,Others
15281,59,9,2332.15,3,5,5,355,Loyal Customers
17064,59,3,859.35,3,3,3,333,Others
13842,59,9,3385.62,3,5,5,355,Loyal Customers
14775,59,3,1011.90,3,4,4,344,Loyal Customers
15831,59,3,801.76,3,4,3,343,Loyal Customers
13865,59,4,501.56,3,4,3,343,Loyal Customers
16203,59,4,592.90,3,4,3,343,Loyal Customers
16773,58,1,171.59,3,1,1,311,Others
14537,58,1,355.56,3,2,2,322,Others
17614,58,1,390.07,3,2,2,322,Others
14421,58,2,813.11,3,3,3,333,Others
16770,58,5,770.10,3,4,3,343,Loyal Customers
16224,58,4,1295.30,3,4,4,344,Loyal Customers
14976,58,7,790.86,3,5,3,353,Loyal Customers
12446,58,1,1002.31,3,2,4,324,Others
12876,58,2,2218.02,3,3,5,335,Others
12613,58,5,3344.38,3,4,5,345,Loyal Customers
17509,58,8,6115.14,3,5,5,355,Loyal Customers
13853,58,1,1090.14,3,2,4,324,Others
14975,58,1,279.94,3,2,2,322,Others
14624,58,2,225.85,3,2,1,321,Others
17181,58,2,239.92,3,2,1,321,Others
13858,58,1,216.17,3,1,1,311,Others
16430,58,1,300.85,3,2,2,322,Others
12631,58,1,640.50,3,1,3,313,Others
15272,58,2,721.94,3,3,3,333,Others
12359,58,4,6372.58,3,4,5,345,Loyal Customers
17169,58,2,835.78,3,3,3,333,Others
16793,58,1,243.84,3,1,1,311,Others
18160,58,2,638.06,3,3,3,333,Others
13487,58,3,575.40,3,4,3,343,Loyal Customers
16121,58,2,867.11,3,3,3,333,Others
17279,58,1,187.83,3,1,1,311,Others
13911,58,9,2580.91,3,5,5,355,Loyal Customers
13930,58,2,337.34,3,2,2,322,Others
13827,58,3,412.05,3,3,2,332,Others
14555,58,2,324.14,3,2,2,322,Others
15367,58,4,1877.59,3,4,4,344,Loyal Customers
14937,57,3,1621.88,3,3,4,334,Others
16081,57,5,2806.90,3,4,5,345,Loyal Customers
16413,57,1,262.20,3,2,2,322,Others
14089,57,1,161.00,3,1,1,311,Others
17892,57,3,244.10,3,4,1,341,Loyal Customers
14567,57,2,1530.36,3,3,4,334,Others
18228,57,2,779.90,3,3,3,333,Others
17180,57,4,796.03,3,4,3,343,Loyal Customers
16950,57,3,1178.56,3,3,4,334,Others
16239,57,2,414.20,3,3,2,332,Others
15826,57,3,1654.31,3,4,4,344,Loyal Customers
13213,57,5,1520.58,3,4,4,344,Loyal Customers
13006,57,1,81.57,3,1,1,311,Others
17771,57,2,245.81,3,2,1,321,Others
13136,57,5,2607.61,3,4,5,345,Loyal Customers
17986,57,1,20.80,3,2,1,321,Others
12454,57,1,3528.34,3,1,5,315,Others
16394,57,5,1555.34,3,4,4,344,Loyal Customers
15620,57,3,1553.18,3,3,4,334,Others
14780,55,2,447.68,3,3,2,332,Others
15545,55,2,292.72,3,2,2,322,Others
16674,55,2,319.61,3,2,2,322,Others
13034,55,2,642.77,3,3,3,333,Others
16052,55,1,362.06,3,2,2,322,Others
13760,55,2,286.79,3,2,2,322,Others
15994,55,1,427.07,3,1,2,312,Others
16934,55,2,950.93,3,3,4,334,Others
15440,55,3,383.68,3,4,2,342,Loyal Customers
12940,55,2,913.54,3,3,3,333,Others
16206,55,4,537.06,3,4,3,343,Loyal Customers
13878,55,1,1281.53,3,2,4,324,Others
14841,54,6,3295.76,3,5,5,355,Loyal Customers
17527,54,4,939.37,3,4,3,343,Loyal Customers
12463,54,4,1344.78,3,4,4,344,Loyal Customers
17201,54,1,342.63,3,2,2,322,Others
16389,54,4,1382.07,3,4,4,344,Loyal Customers
16563,54,1,1077.74,3,2,4,324,Others
13923,54,1,351.13,3,2,2,322,Others
14443,54,4,1420.20,3,4,4,344,Loyal Customers
12475,54,1,723.38,3,1,3,313,Others
15598,54,1,240.68,3,1,1,311,Others
17785,54,1,131.94,3,1,1,311,Others
16542,54,1,119.62,3,2,1,321,Others
16932,54,1,161.94,3,1,1,311,Others
17205,54,1,384.08,3,2,2,322,Others
17244,54,1,954.90,3,2,4,324,Others
18042,54,1,165.05,3,1,1,311,Others
13015,54,5,3346.28,3,4,5,345,Loyal Customers
15066,54,1,893.59,3,1,3,313,Others
17206,54,1,204.24,3,1,1,311,Others
17534,54,1,223.36,3,1,1,311,Others
13750,54,5,1647.26,3,4,4,344,Loyal Customers
15335,54,1,173.97,3,1,1,311,Others
14830,54,1,197.13,3,1,1,311,Others
17734,54,3,700.63,3,3,3,333,Others
13875,54,5,1786.79,3,4,4,344,Loyal Customers
14211,54,9,2241.10,3,5,5,355,Loyal Customers
12794,54,2,860.41,3,3,3,333,Others
15012,54,2,423.04,3,3,2,332,Others
17520,54,1,546.81,3,1,3,313,Others
17612,54,6,2048.45,3,5,4,354,Loyal Customers
16412,54,1,151.83,3,1,1,311,Others
13265,54,5,2107.66,3,4,5,345,Loyal Customers
16363,54,1,109.36,3,2,1,321,Others
16737,54,1,417.60,3,1,2,312,Others
13805,53,2,924.60,3,3,3,333,Others
12863,53,1,521.20,3,1,3,313,Others
14381,53,1,202.68,3,1,1,311,Others
15327,53,1,208.75,3,1,1,311,Others
15604,53,1,216.39,3,1,1,311,Others
15637,53,1,223.36,3,1,1,311,Others
16848,53,1,281.42,3,2,2,322,Others
12611,53,1,1193.32,3,2,4,324,Others
15678,53,1,352.70,3,2,2,322,Others
13594,53,1,396.97,3,2,2,322,Others
14861,53,1,125.79,3,2,1,321,Others
14015,53,1,917.34,3,2,3,323,Others
13032,53,2,1010.18,3,3,4,334,Others
17679,53,2,1992.11,3,3,4,334,Others
12759,53,3,1531.44,3,3,4,334,Others
16734,53,3,650.51,3,3,3,333,Others
16730,53,3,743.11,3,3,3,333,Others
16940,53,3,3049.88,3,4,5,345,Loyal Customers
12360,53,3,2662.06,3,4,5,345,Loyal Customers
14798,53,3,173.74,3,4,1,341,Loyal Customers
13637,53,3,810.50,3,4,3,343,Loyal Customers
16515,53,5,1627.13,3,4,4,344,Loyal Customers
17262,53,5,1253.36,3,4,4,344,Loyal Customers
16249,53,5,1800.07,3,4,4,344,Loyal Customers
15505,53,5,3610.96,3,4,5,345,Loyal Customers
14639,53,6,2984.49,3,5,5,355,Loyal Customers
15140,53,7,2354.25,3,5,5,355,Loyal Customers
12596,52,2,618.27,3,3,3,333,Others
15853,52,1,110.80,3,2,1,321,Others
13491,52,10,1215.82,3,5,4,354,Loyal Customers
14776,52,11,2538.30,3,5,5,355,Loyal Customers
12370,52,4,3545.69,3,4,5,345,Loyal Customers
15803,52,1,415.82,3,1,2,312,Others
15610,52,1,112.46,3,2,1,321,Others
17934,52,2,704.25,3,3,3,333,Others
16621,52,4,813.48,3,4,3,343,Loyal Customers
17824,52,1,298.40,3,2,2,322,Others
14229,52,3,1547.20,3,3,4,334,Others
12744,52,7,21279.29,3,5,5,355,Loyal Customers
15006,52,1,502.09,3,1,3,313,Others
14306,52,2,2093.32,3,3,5,335,Others
16123,52,1,307.78,3,2,2,322,Others
14799,52,1,157.70,3,1,1,311,Others
13849,52,2,1537.95,3,3,4,334,Others
16826,52,1,341.70,3,2,2,322,Others
16131,52,6,3506.54,3,5,5,355,Loyal Customers
15754,52,3,458.57,3,4,2,342,Loyal Customers
17973,52,1,337.04,3,2,2,322,Others
14107,52,7,2703.23,3,5,5,355,Loyal Customers
17148,52,1,124.88,3,2,1,321,Others
15468,52,2,467.51,3,3,2,332,Others
14273,52,4,559.97,3,4,3,343,Loyal Customers
18019,52,1,38.45,3,1,1,311,Others
15220,52,6,1778.96,3,5,4,354,Loyal Customers
16470,52,4,762.39,3,4,3,343,Loyal Customers
17125,51,1,259.35,3,2,2,322,Others
15121,51,2,457.72,3,3,2,332,Others
16170,51,6,1885.05,3,5,4,354,Loyal Customers
17092,51,4,1777.78,3,4,4,344,Loyal Customers
14495,51,2,123.80,3,2,1,321,Others
14427,51,2,363.34,3,2,2,322,Others
17764,51,2,818.82,3,3,3,333,Others
16099,51,3,731.90,3,3,3,333,Others
15664,51,1,386.43,3,2,2,322,Others
15129,51,11,3447.40,3,5,5,355,Loyal Customers
15565,51,2,173.16,3,2,1,321,Others
17571,51,4,1498.51,3,4,4,344,Loyal Customers
14631,51,3,1006.98,3,4,4,344,Loyal Customers
13761,51,2,1070.65,3,3,4,334,Others
13573,51,2,294.40,3,2,2,322,Others
12556,51,2,603.71,3,3,3,333,Others
14261,51,2,1163.45,3,3,4,334,Others
13245,51,1,430.50,3,1,2,312,Others
15587,51,4,913.68,3,4,3,343,Loyal Customers
15296,51,6,3672.86,3,5,5,355,Loyal Customers
15301,51,12,5070.35,3,5,5,355,Loyal Customers
14638,51,1,443.60,3,1,2,312,Others
16846,51,1,214.32,3,1,1,311,Others
15807,51,3,903.90,3,3,3,333,Others
13366,51,1,56.16,3,1,1,311,Others
15469,51,2,538.55,3,3,3,333,Others
15836,51,1,137.37,3,1,1,311,Others
17007,51,6,889.93,3,5,3,353,Loyal Customers
18252,51,2,526.67,3,3,3,333,Others
13669,51,2,218.55,3,2,1,321,Others
14923,51,1,749.10,3,1,3,313,Others
13897,51,1,311.16,3,2,2,322,Others
16593,51,3,330.03,3,3,2,332,Others
17672,51,2,3178.17,3,3,5,335,Others
17420,51,3,598.83,3,4,3,343,Loyal Customers
16177,51,1,331.95,3,2,2,322,Others
16260,51,1,1035.45,3,2,4,324,Others
18149,51,3,612.08,3,4,3,343,Loyal Customers
14484,51,1,321.92,3,2,2,322,Others
14585,51,1,157.05,3,1,1,311,Others
17354,51,1,1393.06,3,2,4,324,Others
13725,50,8,1980.56,3,5,4,354,Loyal Customers
16153,50,5,1824.23,3,4,4,344,Loyal Customers
17940,50,10,4106.44,3,5,5,355,Loyal Customers
13918,50,2,1212.84,3,3,4,334,Others
17832,50,1,155.37,3,1,1,311,Others
15286,50,1,240.55,3,1,1,311,Others
14967,50,1,463.80,3,1,2,312,Others
17361,50,3,488.20,3,3,2,332,Others
14233,50,4,1462.72,3,4,4,344,Loyal Customers
13974,50,1,413.59,3,1,2,312,Others
13157,50,4,1741.22,3,4,4,344,Loyal Customers
16497,50,6,2965.69,3,5,5,355,Loyal Customers
15677,50,1,657.23,3,1,3,313,Others
15740,50,1,154.88,3,1,1,311,Others
15819,50,4,1905.45,3,4,4,344,Loyal Customers
12407,50,5,1708.12,3,4,4,344,Loyal Customers
16918,50,6,1068.82,3,5,4,354,Loyal Customers
13917,50,2,272.04,3,2,2,322,Others
12403,50,1,427.70,3,1,2,312,Others
14800,48,12,4339.74,3,5,5,355,Loyal Customers
16017,48,1,211.88,3,1,1,311,Others
14731,48,3,380.02,3,4,2,342,Loyal Customers
17111,48,1,248.61,3,1,1,311,Others
13598,48,1,180.17,3,1,1,311,Others
16768,48,3,478.09,3,3,2,332,Others
16007,48,4,1701.94,3,4,4,344,Loyal Customers
15000,48,1,490.52,3,1,3,313,Others
16686,48,7,3062.83,3,5,5,355,Loyal Customers
17836,48,1,110.21,3,2,1,321,Others
14504,48,4,673.26,3,4,3,343,Loyal Customers
14312,47,6,1611.59,3,5,4,354,Loyal Customers
16023,47,3,719.81,3,3,3,333,Others
14139,47,1,415.82,3,1,2,312,Others
16742,47,1,464.90,3,1,2,312,Others
16325,47,3,594.24,3,4,3,343,Loyal Customers
13165,47,2,1021.48,3,3,4,334,Others
14019,47,3,1421.61,3,3,4,334,Others
15142,47,1,498.74,3,1,3,313,Others
14474,47,1,547.66,3,1,3,313,Others
17317,47,3,2600.34,3,4,5,345,Loyal Customers
18240,47,1,422.58,3,1,2,312,Others
17186,47,2,144.00,3,2,1,321,Others
12546,47,2,1161.50,3,3,4,334,Others
14997,47,3,546.20,3,3,3,333,Others
15215,47,3,734.94,3,3,3,333,Others
15806,47,3,784.58,3,3,3,333,Others
15786,47,3,4932.20,3,3,5,335,Others
15277,47,1,255.90,3,2,2,322,Others
15844,47,1,130.74,3,1,1,311,Others
17423,47,2,698.41,3,3,3,333,Others
13176,47,1,492.84,3,1,3,313,Others
16019,47,9,3786.24,3,5,5,355,Loyal Customers
14764,47,1,278.30,3,2,2,322,Others
14145,47,4,3742.20,3,4,5,345,Loyal Customers
15801,47,3,1063.95,3,4,4,344,Loyal Customers
17004,47,2,1412.94,3,3,4,334,Others
16491,47,1,731.50,3,1,3,313,Others
15068,47,2,553.36,3,3,3,333,Others
16728,47,4,1054.67,3,4,4,344,Loyal Customers
17344,47,1,160.57,3,1,1,311,Others
15592,47,1,388.58,3,2,2,322,Others
16444,47,4,654.67,3,4,3,343,Loyal Customers
